SourceFile,SourceCreated,SourceModified,SourceAccessed,AppId,AppIdDescription,EntryName,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,CommonPath,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,TrackerCreatedOn,ExtraBlocksPresent,Arguments
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,Most visited,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=most-visited https://weather.com/
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,Most visited,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=most-visited http://aws.amazon.com/
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,Most visited,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=most-visited http://www.yahoo.com/
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,Most visited,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=most-visited http://www.amazon.com/
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,Most visited,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=most-visited https://mail.google.com/mail/
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=recently-closed https://onedrive.live.com/edit.aspx?cid=b5e4e06f22924dca&page=view&resid=B5E4E06F22924DCA!110&parId=B5E4E06F22924DCA!108&app=OneNote
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=recently-closed https://www.theblaze.com/news/2018/04/05/commentary-how-the-left-bullies-everyone-who-disagrees-with-them-and-what-you-should-do-about-it
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--win-jumplist-action=recently-closed https://www.yahoo.com/news/m/9f8d92f8-3711-3673-9e0a-c4c85520a5fb/ss_the-chances-of-life-on-other.html
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5d696d521de238c3.customDestinations-ms,2018-03-27 23:38:25,2018-04-06 12:26:16,2021-01-17 15:28:45,5d696d521de238c3,Google Chrome 9.0.597.84 / 12.0.742.100 / 13.0.785.215 / 48.0.2564.116,,2018-03-27 09:32:50,2018-03-20 05:59:56,2018-03-27 09:32:50,1589592,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasArguments, HasIconLocation, IsUnicode, HasExpIcon, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,My Computer\C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,0x18FC5,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12,"IconEnvironmentDataBlock, TrackerDataBaseBlock, PropertyStoreDataBlock",--incognito
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\9d1f905ce5044aee.customDestinations-ms,2018-03-27 09:29:01,2018-03-27 23:41:06,2021-01-17 15:28:45,9d1f905ce5044aee,Edge Browser,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Microsoft.MicrosoftEdge_8wekyb3d8bbwe!MicrosoftEdge,0x0,,,,,PropertyStoreDataBlock,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\9d1f905ce5044aee.customDestinations-ms,2018-03-27 09:29:01,2018-03-27 23:41:06,2021-01-17 15:28:45,9d1f905ce5044aee,Edge Browser,,,,,0,,,0,"HasTargetIdList, HasArguments, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Microsoft.MicrosoftEdge_8wekyb3d8bbwe!MicrosoftEdge,0x0,,,,,PropertyStoreDataBlock,-private
