BatchKeyPath,BatchValueName,ProgramName,RunCounter,FocusCount,FocusTime,LastExecuted
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,HRZR_PGYPHNPbhag:pgbe,UEME_CTLCUACount:ctor,0,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Trgfgnegrq_8jrxlo3q8oojr!Ncc,Microsoft.Getstarted_8wekyb3d8bbwe!App,14,21,"0d, 0h, 07m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,HRZR_PGYFRFFVBA,UEME_CTLSESSION,156,502,"0d, 19h, 06m, 24s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfSrrqonpxUho_8jrxlo3q8oojr!Ncc,Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe!App,13,19,"0d, 0h, 06m, 15s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfZncf_8jrxlo3q8oojr!Ncc,Microsoft.WindowsMaps_8wekyb3d8bbwe!App,12,17,"0d, 0h, 05m, 30s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Crbcyr_8jrxlo3q8oojr!k4p7n3o7ql2188l46q4ln362l19np5n5805r5k,Microsoft.People_8wekyb3d8bbwe!x4c7a3b7dy2188y46d4ya362y19ac5a5805e5x,11,15,"0d, 0h, 04m, 45s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.ZvpebfbsgFgvpxlAbgrf_8jrxlo3q8oojr!Ncc,Microsoft.MicrosoftStickyNotes_8wekyb3d8bbwe!App,10,13,"0d, 0h, 04m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\FavccvatGbby.rkr,{System32}\SnippingTool.exe,9,11,"0d, 0h, 03m, 15s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfPnyphyngbe_8jrxlo3q8oojr!Ncc,Microsoft.WindowsCalculator_8wekyb3d8bbwe!App,9,10,"0d, 0h, 03m, 24s",2018-03-31 19:50:05.8980000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\zfcnvag.rkr,{System32}\mspaint.exe,7,7,"0d, 0h, 01m, 45s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\abgrcnq.rkr,{System32}\notepad.exe,7,6,"0d, 0h, 01m, 08s",2018-03-27 09:23:14.9090000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.FuryyRkcrevraprUbfg_pj5a1u2gklrjl!Ncc,Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy!App,0,11,"0d, 0h, 03m, 19s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\QryyGCnq\Ncbvag.rkr,{Program Files X64}\DellTPad\Apoint.exe,0,0,"0d, 0h, 00m, 01s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Rkcybere,Microsoft.Windows.Explorer,26,66,"0d, 0h, 25m, 38s",2018-04-06 12:39:44.9330000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{Q65231O0-O2S1-4857-N4PR-N8R7P6RN7Q27}\pzq.rkr,{System32 x86}\cmd.exe,0,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Q:\NXZbavgbe\NXZbavgbe.rkr,D:\AKMonitor\AKMonitor.exe,3,4,"0d, 0h, 02m, 57s",2018-03-27 09:33:20.8390000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,jvaqbjf.vzzrefvirpbagebycnary_pj5a1u2gklrjl!zvpebfbsg.jvaqbjf.vzzrefvirpbagebycnary,windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel,3,7,"0d, 0h, 04m, 24s",2018-04-06 08:30:50.8900000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Pbegnan_pj5a1u2gklrjl!PbegnanHV,Microsoft.Windows.Cortana_cw5n1h2txyewy!CortanaUI,0,27,"0d, 0h, 04m, 38s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr!ZvpebfbsgRqtr,Microsoft.MicrosoftEdge_8wekyb3d8bbwe!MicrosoftEdge,1,10,"0d, 0h, 02m, 19s",2018-03-27 09:28:51.2670000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr!PbagragCebprff,Microsoft.MicrosoftEdge_8wekyb3d8bbwe!ContentProcess,0,11,"0d, 0h, 03m, 38s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Cnpxntrf\Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr\GrzcFgngr\Qbjaybnqf\PuebzrFrghc.rkr,C:\Users\jcloudy\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\TempState\Downloads\ChromeSetup.exe,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:29:26.9390000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\THZSP2R.gzc\TbbtyrHcqngr.rkr,{Program Files x86}\GUMFC2E.tmp\GoogleUpdate.exe,0,1,"0d, 0h, 00m, 04s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Tbbtyr\Hcqngr\TbbtyrHcqngr.rkr,{Program Files x86}\Google\Update\GoogleUpdate.exe,0,3,"0d, 0h, 02m, 19s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Pbzchgre,Microsoft.Windows.Computer,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:32:20.0370000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.PbagebyCnary,Microsoft.Windows.ControlPanel,0,2,"0d, 0h, 00m, 50s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Puebzr,Chrome,1,118,"0d, 12h, 06m, 19s",2018-03-27 09:58:23.5470000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Cnpxntrf\Zvpebfbsg.ZvpebfbsgRqtr_8jrxlo3q8oojr\GrzcFgngr\Qbjaybnqf\Frghc.K86.ra-hf_B365CebCyhfErgnvy_02p0210p-o841-4pp2-o779-o3n35nr78121_GK_CE_o_64_.rkr,C:\Users\jcloudy\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\TempState\Downloads\Setup.X86.en-us_O365ProPlusRetail_02c0210c-b841-4cc2-b779-b3a35ae78121_TX_PR_b_64_.exe,1,1,"0d, 0h, 00m, 08s",2018-03-27 09:35:29.7360000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\Pbzzba Svyrf\zvpebfbsg funerq\PyvpxGbEha\BssvprPyvpxGbEha.rkr,{Program Files X64}\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,0,0,"0d, 0h, 00m, 01s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\Pbzzba Svyrf\zvpebfbsg funerq\PyvpxGbEha\BssvprP2EPyvrag.rkr,{Program Files X64}\Common Files\microsoft shared\ClickToRun\OfficeC2RClient.exe,0,1,"0d, 0h, 01m, 45s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Bssvpr.BarAbgr_8jrxlo3q8oojr!zvpebfbsg.barabgrvz,Microsoft.Office.OneNote_8wekyb3d8bbwe!microsoft.onenoteim,3,10,"0d, 0h, 27m, 07s",2018-04-06 08:26:06.5750000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\pzq.rkr,{System32}\cmd.exe,0,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.FxlQevir.Qrfxgbc,Microsoft.SkyDrive.Desktop,1,1,"0d, 0h, 00m, 05s",2018-03-27 09:51:00.8380000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\BcraJvgu.rkr,{System32}\OpenWith.exe,0,1,"0d, 0h, 00m, 08s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Tbbtyr\Puebzr\Nccyvpngvba\puebzr.rkr,{Program Files x86}\Google\Chrome\Application\chrome.exe,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:51:18.8700000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfFgber_8jrxlo3q8oojr!Ncc,Microsoft.WindowsStore_8wekyb3d8bbwe!App,6,4,"0d, 0h, 04m, 21s",2018-04-05 01:52:32.5510000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,zvpebfbsg.zvpebfbsgfxlqevir_8jrxlo3q8oojr!Ncc,microsoft.microsoftskydrive_8wekyb3d8bbwe!App,0,1,"0d, 0h, 00m, 35s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.YbpxNcc_pj5a1u2gklrjl!JvaqbjfQrsnhygYbpxFperra,Microsoft.LockApp_cw5n1h2txyewy!WindowsDefaultLockScreen,0,18,"0d, 0h, 00m, 41s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\Qbjaybnqf\vafgnyyonpxhcnaqflap.rkr,C:\Users\jcloudy\Downloads\installbackupandsync.exe,1,0,"0d, 0h, 00m, 00s",2018-03-27 23:40:32.8090000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\F3 Oebjfre\f3oebjfre-jva32.rkr,{Program Files X64}\S3 Browser\s3browser-win32.exe,4,10,"0d, 0h, 13m, 06s",2018-04-05 06:06:42.5270000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Grzc\THZP3S.gzc\QebcobkHcqngr.rkr,C:\Users\jcloudy\AppData\Local\Temp\GUMC3F.tmp\DropboxUpdate.exe,0,0,"0d, 0h, 00m, 02s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Qebcobk\Hcqngr\QebcobkHcqngr.rkr,{Program Files x86}\Dropbox\Update\DropboxUpdate.exe,0,1,"0d, 0h, 00m, 29s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Qebcobk.Qrfxgbc.Pyvrag,Dropbox.Desktop.Client,2,2,"0d, 0h, 00m, 27s",2018-04-02 01:43:38.6150000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\Qbjaybnqf\ObkFlapFrghc.rkr,C:\Users\jcloudy\Downloads\BoxSyncSetup.exe,1,0,"0d, 0h, 00m, 00s",2018-03-28 00:44:00.3120000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,P:\Hfref\wpybhql\NccQngn\Ybpny\Grzc\{9S3SQ110-97S4-40Q1-9270-5588913QO144}\.pe\ObkFlapFrghc.rkr,C:\Users\jcloudy\AppData\Local\Temp\{Unmapped GUID: 9F3FD110-97F4-40D1-9270-5588913DB144}\.cr\BoxSyncSetup.exe,0,1,"0d, 0h, 00m, 05s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\Obk\Obk Flap\ObkFlap.rkr,{Program Files X64}\Box\Box Sync\BoxSync.exe,2,7,"0d, 0h, 01m, 44s",2018-04-05 02:05:01.6050000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.NhgbTrarengrq.{923QQ477-5846-686O-N659-0SPPQ73851N8},Microsoft.AutoGenerated.{Unmapped GUID: 923DD477-5846-686B-A659-0FCCD73851A8},0,1,"0d, 0h, 00m, 46s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Bssvpr.JVAJBEQ.RKR.15,Microsoft.Office.WINWORD.EXE.15,2,47,"0d, 4h, 10m, 41s",2018-04-05 02:32:31.0690000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.NhgbTrarengrq.{4S320P6Q-566O-N328-N366-1RP51OQ74O62},Microsoft.AutoGenerated.{Unmapped GUID: 4F320C6D-566B-A328-A366-1EC51BD74B62},3,0,"0d, 0h, 00m, 00s",2018-03-31 20:09:21.5820000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Cubgbf_8jrxlo3q8oojr!Ncc,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,0,2,"0d, 0h, 00m, 12s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Bssvpr.CBJRECAG.RKR.15,Microsoft.Office.POWERPNT.EXE.15,2,12,"0d, 0h, 24m, 41s",2018-04-04 05:00:26.5480000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\Tbbtyr\Qevir\tbbtyrqevirflap.rkr,{Program Files X64}\Google\Drive\googledrivesync.exe,3,0,"0d, 0h, 00m, 00s",2018-04-05 01:54:25.8090000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Zvpebfbsg Bssvpr\Ebbg\Bssvpr16\JVAJBEQ.RKR,{Program Files x86}\Microsoft Office\Root\Office16\WINWORD.EXE,1,0,"0d, 0h, 00m, 00s",2018-04-05 07:02:25.9640000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{7P5N40RS-N0SO-4OSP-874N-P0S2R0O9SN8R}\Zvpebfbsg Bssvpr\Ebbg\Bssvpr16\RKPRY.RKR,{Program Files x86}\Microsoft Office\Root\Office16\EXCEL.EXE,1,0,"0d, 0h, 00m, 00s",2018-04-06 12:27:04.7830000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Bssvpr.RKPRY.RKR.15,Microsoft.Office.EXCEL.EXE.15,0,2,"0d, 0h, 00m, 20s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,S:\PSEF 780 Ybar Jbys Fpranevb\SGX_Vzntre_4_2_0\SGX Vzntre\SGX Vzntre.rkr,F:\CFRS 780 Lone Wolf Scenario\FTK_Imager_4_2_0\FTK Imager\FTK Imager.exe,1,0,"0d, 0h, 00m, 00s",2018-04-06 12:40:38.7760000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,S:\Cebtenzf\Vzntre_Yvgr_3.1.1\SGX Vzntre.rkr,F:\Programs\Imager_Lite_3.1.1\FTK Imager.exe,1,1,"0d, 0h, 05m, 15s",2018-04-06 12:41:20.7640000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,HRZR_PGYPHNPbhag:pgbe,UEME_CTLCUACount:ctor,0,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Favccvat Gbby.yax,{Common Programs}\Accessories\Snipping Tool.lnk,9,0,"0d, 0h, 00m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,HRZR_PGYFRFFVBA,UEME_CTLSESSION,68,0,"0d, 0h, 00m, 00s",
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Cnvag.yax,{Common Programs}\Accessories\Paint.lnk,7,0,"0d, 0h, 00m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{N77S5Q77-2R2O-44P3-N6N2-NON601054N51}\Npprffbevrf\Abgrcnq.yax,{Programs}\Accessories\Notepad.lnk,6,0,"0d, 0h, 00m, 00s",2018-03-27 09:18:14.9001018
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{9R3995NO-1S9P-4S13-O827-48O24O6P7174}\GnfxOne\Svyr Rkcybere.yax,{User Pinned}\TaskBar\File Explorer.lnk,26,0,"0d, 0h, 00m, 00s",2018-04-06 12:39:44.9330000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{N77S5Q77-2R2O-44P3-N6N2-NON601054N51}\BarQevir.yax,{Programs}\OneDrive.lnk,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:51:00.8380000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\Choyvp\Qrfxgbc\Tbbtyr Puebzr.yax,C:\Users\Public\Desktop\Google Chrome.lnk,1,0,"0d, 0h, 00m, 00s",2018-03-27 09:58:23.5470000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Obk Flap\Obk Flap.yax,{Common Programs}\Box Sync\Box Sync.lnk,2,0,"0d, 0h, 00m, 00s",2018-04-05 02:05:01.6070000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{9R3995NO-1S9P-4S13-O827-48O24O6P7174}\GnfxOne\Jbeq 2016.yax,{User Pinned}\TaskBar\Word 2016.lnk,2,0,"0d, 0h, 00m, 00s",2018-04-05 02:32:31.0690000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\Choyvp\Qrfxgbc\Tbbtyr Qbpf.yax,C:\Users\Public\Desktop\Google Docs.lnk,3,0,"0d, 0h, 00m, 00s",2018-03-31 20:09:21.5820000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\Choyvp\Qrfxgbc\F3 Oebjfre.yax,C:\Users\Public\Desktop\S3 Browser.lnk,3,0,"0d, 0h, 00m, 00s",2018-04-05 02:23:51.4430000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,P:\Hfref\wpybhql\Qrfxgbc\Qebcobk.yax,C:\Users\jcloudy\Desktop\Dropbox.lnk,1,0,"0d, 0h, 00m, 00s",2018-04-02 01:43:26.0420000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Qebcobk\Qebcobk.yax,{Common Programs}\Dropbox\Dropbox.lnk,1,0,"0d, 0h, 00m, 00s",2018-04-02 01:43:38.6150000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{9R3995NO-1S9P-4S13-O827-48O24O6P7174}\GnfxOne\CbjreCbvag 2016.yax,{User Pinned}\TaskBar\PowerPoint 2016.lnk,2,0,"0d, 0h, 00m, 00s",2018-04-04 05:00:26.5480000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Onpxhc naq Flap sebz Tbbtyr\Onpxhc naq Flap sebz Tbbtyr.yax,{Common Programs}\Backup and Sync from Google\Backup and Sync from Google.lnk,3,0,"0d, 0h, 00m, 00s",2018-04-05 01:54:25.8090000
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\F3 Oebjfre\F3 Oebjfre.yax,{Common Programs}\S3 Browser\S3 Browser.lnk,1,0,"0d, 0h, 00m, 00s",2018-04-05 06:06:42.5270000
